symbol,rank,name,sector,industry,pid,exg
TITN,4,Titan Machinery Inc.,Consumer Services,Other Specialty Stores,0,O
PRIM,4,Primoris Services Corporation,Basic Industries,Water Supply,0,O
CIVI,3,Civitas Solutions Inc.,Health Care,Medical/Nursing Services,0,N
TIGR,0,TigerLogic Corporation,Technology,Computer Software: Prepackaged Software,0,O
RLGY,4,Realogy Holdings Corp.,Finance,Real Estate,0,N
QLGC,3,QLogic Corporation,Technology,Computer Communications Equipment,0,O
RLGT,3,Radiant Logistics Inc.,Transportation,Oil Refining/Marketing,0,A
LMRK,3,Landmark Infrastructure Partners LP,Consumer Services,Real Estate,0,O
FSGI,3,First Security Group Inc.,Finance,Major Banks,0,O
GIS,3,General Mills Inc.,Consumer Non-Durables,Packaged Foods,0,N
PVTBP,-1,PrivateBancorp Inc.,Finance,Major Banks,0,O
MJN,4,Mead Johnson Nutrition Company,Consumer Non-Durables,Packaged Foods,2,N
MJI,0,Blackrock MuniYield New Jersey Quality Fund Inc.,n/a,n/a,0,N
GIG,3,GigOptix Inc.,Technology,Semiconductors,0,A
GIB,3,CGI Group Inc.,Consumer Services,Professional Services,0,N
GIM,0,Templeton Global Income Fund Inc.,n/a,n/a,0,N
GIL,5,Gildan Activewear Inc.,Consumer Non-Durables,Apparel,0,N
NPM,0,Nuveen Premium Income Municipal Fund II Inc.,n/a,n/a,0,N
AHC,0,A.H. Belo Corporation,Consumer Services,Newspapers/Magazines,0,N
CVSL,-1,CVSL Inc.,n/a,n/a,0,A
NPN,-1,Nuveen Pennsylvania Municipal Value Fund,n/a,n/a,0,A
NPI,0,Nuveen Premium Income Municipal Fund Inc.,n/a,n/a,0,N
NPK,0,National Presto Industries Inc.,Capital Goods,Ordnance And Accessories,0,N
MENT,3,Mentor Graphics Corporation,Technology,EDP Services,0,O
NPD,3,China Nepstar Chain Drugstore Ltd,Health Care,Medical/Nursing Services,0,N
AHH,4,Armada Hoffler Properties Inc.,Finance,Real Estate,0,N
NPF,0,Nuveen Premier Municipal Income Fund Inc.,n/a,n/a,0,N
AHL,3,Aspen Insurance Holdings Limited,Finance,Property-Casualty Insurers,0,N
MNRO,3,Monro Muffler Brake Inc.,Consumer Services,Automotive Aftermarket,0,O
AHS,2,AMN Healthcare Services Inc,Technology,Professional Services,0,N
AHP,2,Ashford Hospitality Prime Inc.,Consumer Services,Real Estate Investment Trusts,0,N
MNRK,3,Monarch Financial Holdings Inc.,Finance,Major Banks,0,O
RICK,0,RCI Hospitality Holdings Inc.,Consumer Services,Restaurants,0,O
AHT,1,Ashford Hospitality Trust Inc,Consumer Services,Real Estate Investment Trusts,0,N
ITRN,0,Ituran Location and Control Ltd.,Consumer Non-Durables,Electronic Components,0,O
NPT,0,Nuveen Premium Income Municipal Fund IV Inc.,n/a,n/a,0,N
NPV,0,Nuveen Virginia Premium Income Municipal Fund,n/a,n/a,0,N
NPP,0,Nuveen Performance Plus Municipal Fund Inc.,n/a,n/a,0,N
EMCI,0,EMC Insurance Group Inc.,Finance,Property-Casualty Insurers,0,O
EMCB,0,WisdomTree Emerging Markets Corporate Bond Fund,n/a,n/a,0,O
EMCG,3,WisdomTree Emerging Markets Consumer Growth Fund,n/a,n/a,0,O
EMCF,0,Emclaire Financial Corp,Finance,Major Banks,0,O
BOXC,3,Brookfield Canada Office Properties,Consumer Services,Real Estate Investment Trusts,0,N
PLX,3,Protalix BioTherapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,A
AROW,3,Arrow Financial Corporation,Finance,Major Banks,0,O
CDW,3,CDW Corporation,Consumer Services,Catalog/Specialty Distribution,0,O
BABA,2,Alibaba Group Holding Limited,Consumer Services,Catalog/Specialty Distribution,2,N
TCB/WS,-1,TCF Financial Corporation,n/a,n/a,0,N
VTAE,3,Vitae Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
LOAN,0,Manhattan Bridge Capital Inc,Consumer Services,Real Estate Investment Trusts,0,O
BABY,2,Natus Medical Incorporated,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0,O
WAGE,3,WageWorks Inc.,Miscellaneous,Business Services,0,N
DSLV,0,VelocityShares 3x Inverse Silver ETN linked to S&P GSCI Silver,Finance,Investment Bankers/Brokers/Service,0,O
LNT,3,Alliant Energy Corporation,Public Utilities,Power Generation,0,N
LZB,3,La-Z-Boy Incorporated,Consumer Durables,Home Furnishings,0,N
ABTL,2,Autobytel Inc.,Technology,Computer Software: Programming Data Processing,0,O
SHI,0,SINOPEC Shangai Petrochemical Company Ltd.,Basic Industries,Major Chemicals,0,N
MNTA,3,Momenta Pharmaceuticals Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,O
TCRX,-1,THL Credit Inc.,n/a,n/a,0,N
CNCE,2,Concert Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
CNCO,4,Cencosud S.A.,Consumer Services,Department/Specialty Retail Stores,0,N
PTCT,4,PTC Therapeutics Inc.,Health Care,Major Pharmaceuticals,0,O
SPIL,3,Siliconware Precision Industries Company Ltd.,Technology,Semiconductors,0,O
MGF,0,MFS Government Markets Income Trust,n/a,n/a,0,N
TXMD,4,TherapeuticsMD Inc.,Health Care,Major Pharmaceuticals,0,A
CBMX,3,CombiMatrix Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,0,O
PBPB,3,Potbelly Corporation,Consumer Services,Restaurants,0,O
RFMD,-1,RF Micro Devices Inc.,Technology,Semiconductors,0,O
DATE,3,Jiayuan.com International Ltd.,Technology,EDP Services,0,O
BNCL,2,Beneficial Mutual Bancorp Inc.,Finance,Savings Institutions,0,O
BNCN,2,BNC Bancorp,Finance,Major Banks,0,O
DATA,2,Tableau Software Inc.,Technology,Computer Software: Prepackaged Software,0,N
CACQ,5,Caesars Acquisition Company,Consumer Services,Hotels/Resorts,0,O
UNTY,0,Unity Bancorp Inc.,Finance,Major Banks,0,O
MMSI,2,Merit Medical Systems Inc.,Health Care,Medical/Dental Instruments,0,O
WWAV,4,Whitewave Foods Company (The),Consumer Non-Durables,Packaged Foods,4,N
JAGX,-1,Jaguar Animal Health Inc.,n/a,n/a,0,O
SIMG,3,Silicon Image Inc.,Capital Goods,Electrical Products,0,O
UNTD,3,United Online Inc.,Technology,Computer Software: Programming Data Processing,0,O
WCG,3,WellCare Health Plans Inc.,Health Care,Medical Specialities,0,N
CACB,3,Cascade Bancorp,Finance,Major Banks,0,O
CHYR,3,ChyronHego Corporation,Consumer Services,Professional Services,0,O
CACI,3,CACI International Inc.,Technology,EDP Services,0,N
CACH,3,Cache Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,0,O
WCN,4,Waste Connections Inc.,Public Utilities,Environmental Services,0,N
TWMC,0,Trans World Entertainment Corp.,Consumer Services,Consumer Electronics/Video Chains,0,O
RBCAA,3,Republic Bancorp Inc.,Finance,Major Banks,0,O
LINE,3,Linn Energy LLC,Energy,Oil & Gas Production,0,O
NWFL,0,Norwood Financial Corp.,Finance,Major Banks,0,O
LINC,3,Lincoln Educational Services Corporation,Consumer Services,Other Consumer Services,0,O
BRLI,1,Bio-Reference Laboratories Inc.,Health Care,Medical Specialities,0,O
CMGE,3,China Mobile Games and Entertainment Group Limited,Technology,Computer Software: Prepackaged Software,0,O
VIDI,3,Vident International Equity Fund,n/a,n/a,0,O
VIDE,0,Video Display Corporation,Capital Goods,Electrical Products,0,O
WCC,4,WESCO International Inc.,Consumer Non-Durables,Telecommunications Equipment,0,N
MBTF,0,M B T Financial Corp,Finance,Major Banks,0,O
ASRV,0,AmeriServ Financial Inc.,Finance,Major Banks,0,O
PCRX,3,Pacira Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
L,4,Loews Corporation,Finance,Property-Casualty Insurers,0,N
DPRX,4,Dipexium Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
MHLDO,-1,Maiden Holdings Ltd.,Finance,Property-Casualty Insurers,0,O
QKLS,0,QKL Stores Inc.,Consumer Services,Food Chains,0,O
FOLD,3,Amicus Therapeutics Inc.,Health Care,Major Pharmaceuticals,0,O
NLSN,3,Nielsen N.V.,Miscellaneous,Business Services,0,N
NLST,3,Netlist Inc.,Technology,Semiconductors,0,O
SAJA,0,Sajan Inc.,Miscellaneous,Business Services,0,O
LAYN,3,Layne Christensen Company,Basic Industries,Engineering & Construction,0,O
SZC,-1,Cushing Renaissance Fund (The),n/a,n/a,0,N
MGAM,-1,Multimedia Games Holding Company Inc.,Consumer Services,Services-Misc. Amusement & Recreation,0,O
PPHM,2,Peregrine Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
PMCS,2,PMC - Sierra Inc.,Technology,Semiconductors,0,O
JTP,-1,Nuveen Quality Preferred Income Fund,n/a,n/a,0,N
JTD,-1,Nuveen Tax-Advantaged Dividend Growth Fund,n/a,n/a,0,N
JTA,-1,Nuveen Tax-Advantaged Total Return Strategy Fund,n/a,n/a,0,N
GORO,3,Gold Resource Corporation,Basic Industries,Precious Metals,0,A
IQNT,2,Inteliquent Inc.,Public Utilities,Telecommunications Equipment,0,O
USTR,3,United Stationers Inc.,Consumer Services,Paper,0,O
BBGI,0,Beasley Broadcast Group Inc.,Consumer Services,Broadcasting,0,O
TXRH,3,Texas Roadhouse Inc.,Consumer Services,Restaurants,4,O
MTN,2,Vail Resorts Inc.,Consumer Services,Services-Misc. Amusement & Recreation,0,N
WSFSL,-1,WSFS Financial Corporation,Finance,Major Banks,0,O
WGBS,4,WaferGen Bio-systems Inc.,Capital Goods,Biotechnology: Laboratory Analytical Instruments,0,O
AFCB,0,Athens Bancshares Corporation,Finance,Savings Institutions,0,O
QTS,4,QTS Realty Trust Inc.,Consumer Services,Real Estate Investment Trusts,0,N
LBIX,0,Leading Brands Inc,Consumer Non-Durables,Beverages (Production/Distribution),0,O
BITA,5,Bitauto Holdings Limited,Technology,EDP Services,4,N
GEVA,3,Synageva BioPharma Corp.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,O
GEVO,3,Gevo Inc.,Basic Industries,Major Chemicals,0,O
AXLL,4,Axiall Corporation,Basic Industries,Major Chemicals,0,N
PCP,3,Precision Castparts Corporation,Basic Industries,Metal Fabrications,4,N
AVNW,3,Aviat Networks Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,0,O
TLR,0,Timberline Resources Corporation,Basic Industries,Precious Metals,0,A
TLP,2,Transmontaigne Partners L.P.,Energy,Natural Gas Distribution,0,N
AVNR,0,Avanir Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
VTG,3,Vantage Drilling Company,Energy,Oil & Gas Production,0,A
GTI,2,GrafTech International Ltd,Energy,Industrial Machinery/Components,0,N
VTL,3,Vital Therapies Inc.,Health Care,Major Pharmaceuticals,0,O
GTN,3,Gray Television Inc.,Consumer Services,Broadcasting,0,N
VTN,0,Invesco Trust  for Investment Grade New York Municipal,n/a,n/a,0,N
ATML,3,Atmel Corporation,Technology,Semiconductors,0,O
GTS,3,Triple-S Management Corporation,Finance,Accident &Health Insurance,0,N
GTT,3,GTT Communications Inc.,Public Utilities,Telecommunications Equipment,0,N
TLF,0,Tandy Leather Factory Inc.,Consumer Non-Durables,Apparel,0,O
TLK,0,PT Telekomunikasi Indonesia Tbk,Public Utilities,Telecommunications Equipment,0,N
GTY,3,Getty Realty Corporation,Finance,Real Estate,0,N
TLI,0,LMP Corporate Loan Fund Inc,n/a,n/a,0,N
TLM,5,Talisman Energy Inc.,Energy,Oil & Gas Production,0,N
ITIC,0,Investors Title Company,Finance,Specialty Insurers,0,O
PCH,3,Potlatch Corporation,Consumer Services,Real Estate Investment Trusts,0,O
HNRG,3,Hallador Energy Company,Energy,Coal Mining,0,O
GNBC,3,Green Bancorp Inc.,Finance,Major Banks,0,O
WPC,3,W.P. Carey Inc.,Consumer Services,Real Estate Investment Trusts,0,N
HVT,2,Haverty Furniture Companies Inc.,Consumer Services,Other Specialty Stores,0,N
TSLF,-1,THL Credit Senior Loan Fund,n/a,n/a,0,N
TSLA,3,Tesla Motors Inc.,Capital Goods,Auto Manufacturing,2,O
ZINC,3,Horsehead Holding Corp.,Capital Goods,Metal Fabrications,0,O
SOHOL,-1,Sotherly Hotels LP,Consumer Services,Hotels/Resorts,0,O
SOHOM,-1,Sotherly Hotels LP,n/a,n/a,0,O
TSLX,3,TPG Specialty Lending Inc.,n/a,n/a,0,N
PNBK,0,Patriot National Bancorp Inc.,Finance,Major Banks,0,O
TEAR,3,TearLab Corporation,Health Care,Medical/Dental Instruments,0,O
CMS,2,CMS Energy Corporation,Public Utilities,Power Generation,0,N
ARRS,3,ARRIS Group Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,0,O
ARRY,3,Array BioPharma Inc.,Health Care,Major Pharmaceuticals,0,O
RBY,2,Rubicon Minerals Corp,Basic Industries,Precious Metals,0,A
RBS,3,Royal Bank Scotland plc (The),Finance,Commercial Banks,0,N
XOMA,3,XOMA Corporation,Health Care,Major Pharmaceuticals,0,O
FEIC,3,FEI Company,Capital Goods,Biotechnology: Laboratory Analytical Instruments,0,O
ALXN,1,Alexion Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,4,O
ALXA,3,Alexza Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
RBC,2,Regal Beloit Corporation,Consumer Durables,Metal Fabrications,0,N
RBA,2,Ritchie Bros. Auctioneers Incorporated,Miscellaneous,Business Services,0,N
LGI,0,Lazard Global Total Return and Income Fund,n/a,n/a,0,N
UBNK,2,United Financial Bancorp Inc.,n/a,n/a,0,O
LGL,0,LGL Group Inc. (The),Capital Goods,Industrial Machinery/Components,0,A
MEILW,-1,METHES ENERGIES INTERNATIONAL LTD,Basic Industries,Major Chemicals,0,O
RSPP,3,RSP Permian Inc.,Energy,Oil & Gas Production,0,N
LGF,3,Lions Gate Entertainment Corporation,Consumer Services,Movies/Entertainment,0,N
IMMY,3,Imprimis Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
IFGL,0,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,n/a,n/a,0,O
IMMR,2,Immersion Corporation,Technology,Computer peripheral equipment,0,O
IMMU,3,Immunomedics Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0,O
ROLL,4,RBC Bearings Incorporated,Capital Goods,Metal Fabrications,0,O
JD,3,JD.com Inc.,Consumer Services,Other Specialty Stores,0,O
JE,0,Just Energy Group Inc.,Public Utilities,Oil/Gas Transmission,0,N
GST,4,Gastar Exploration Inc.,Energy,Oil & Gas Production,0,A
FLWS,3,1-800 FLOWERS.COM Inc.,Consumer Services,Other Specialty Stores,0,O
ACUR,3,Acura Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
BC,4,Brunswick Corporation,Energy,Industrial Machinery/Components,4,N
SNA,3,Snap-On Incorporated,Capital Goods,Industrial Machinery/Components,0,N
OFC,3,Corporate Office Properties Trust,Consumer Services,Real Estate Investment Trusts,0,N
YPRO,0,AdvisorShares YieldPro ETF,n/a,n/a,0,O
OFG,3,OFG Bancorp,Finance,Major Banks,0,N
IAE,-1,Voya Asia Pacific High Dividend Equity Income Fund,n/a,n/a,0,N
FRAN,4,Francesca&#39;s Holdings Corporation,Consumer Services,Clothing/Shoe/Accessory Stores,0,O
IAG,4,Iamgold Corporation,Basic Industries,Precious Metals,0,N
IAF,-1,Aberdeen Australia Equity Fund Inc,n/a,n/a,0,A
VALE,5,VALE S.A.,Basic Industries,Precious Metals,0,N
OFS,3,OFS Capital Corporation,n/a,n/a,0,O
VALX,0,Validea Market Legends ETF,n/a,n/a,0,O
BGCP,3,BGC Partners Inc.,Finance,Investment Bankers/Brokers/Service,0,O
TIS,3,Orchids Paper Products Company,Basic Industries,Paper,0,A
VALU,0,Value Line Inc.,Finance,Investment Managers,0,O
PHK,0,Pimco High Income Fund,n/a,n/a,0,N
PHI,3,Philippine Long Distance Telephone Company,Public Utilities,Telecommunications Equipment,0,N
PHH,5,PHH Corp,Finance,Diversified Financial Services,0,N
PHM,2,PulteGroup Inc.,Capital Goods,Homebuilding,0,N
PHG,4,Koninklijke Philips N.V.,Energy,Consumer Electronics/Appliances,0,N
PHF,0,Pacholder High Yield Fund Inc.,n/a,n/a,0,A
PHD,-1,Pioneer Floating Rate Trust,n/a,n/a,0,N
PHX,0,Panhandle Royalty Company,Energy,Oil & Gas Production,0,N
INBK,0,First Internet Bancorp,Finance,Major Banks,0,O
PHT,-1,Pioneer High Income Trust,n/a,n/a,0,N
JOBS,3,51job Inc.,Technology,Diversified Commercial Services,0,O
TIK,0,Tel-Instrument Electronics Corp.,Capital Goods,Electrical Products,0,A
GSI,0,General Steel Holdings Inc.,Capital Goods,Steel/Iron Ore,0,N
WGA,0,AG&E Holdings Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,0,A
TRST,3,TrustCo Bank Corp NY,Finance,Major Banks,0,O
TIF,3,Tiffany & Co.,Consumer Services,Consumer Specialties,0,N
BX,3,The Blackstone Group L.P.,Finance,Investment Managers,4,N
WBKC,-1,Wolverine Bancorp Inc.,Finance,Banks,0,O
SNPS,4,Synopsys Inc.,Technology,Computer Software: Prepackaged Software,0,O
IRBT,2,iRobot Corporation,Consumer Durables,Consumer Electronics/Appliances,0,O
MHN,0,Blackrock MuniHoldings New York Quality Fund Inc.,n/a,n/a,0,N
MHO,3,M/I Homes Inc.,Capital Goods,Homebuilding,0,N
RWLK,3,ReWalk Robotics Ltd,Health Care,Industrial Specialties,0,O
MHK,3,Mohawk Industries Inc.,Consumer Durables,Home Furnishings,4,N
MHH,0,Mastech Holdings Inc,Consumer Services,Professional Services,0,A
IBKC,3,IBERIABANK Corporation,Finance,Major Banks,0,O
MHF,0,Western Asset Municipal High Income Fund Inc.,n/a,n/a,0,N
MHG,0,Marine Harvest ASA,n/a,n/a,0,N
MHD,-1,Blackrock MuniHoldings Fund Inc.,n/a,n/a,0,N
MHE,0,BlackRock Massachusetts Tax-Exempt Trust,n/a,n/a,0,A
SIRO,3,Sirona Dental Systems Inc.,Health Care,Medical/Dental Instruments,0,O
IBKR,2,Interactive Brokers Group Inc.,Finance,Investment Bankers/Brokers/Service,0,O
MHY,0,Western Asset Managed High Income Fund Inc.,n/a,n/a,0,N
MHR,3,Magnum Hunter Resources Corporation,Energy,Oil & Gas Production,0,N
YDLE,3,Yodlee Inc.,Technology,Computer Software: Prepackaged Software,0,O
NVS,3,Novartis AG,Health Care,Major Pharmaceuticals,2,N
NVR,3,NVR Inc.,Capital Goods,Homebuilding,0,N
MELR,0,Melrose Bancorp Inc.,Finance,Major Banks,0,O
ANN,3,ANN INC.,Consumer Services,Clothing/Shoe/Accessory Stores,0,N
ANH,3,Anworth Mortgage Asset  Corporation,Consumer Services,Real Estate Investment Trusts,0,N
NVX,-1,Nuveen California Dividend Advantage Municipal Fund 2,n/a,n/a,0,A
NVG,0,Nuveen Dividend Advantage Municipal Income Fund,n/a,n/a,0,A
CBIN,0,Community Bank Shares of Indiana Inc.,Finance,Major Banks,0,O
MELI,3,MercadoLibre Inc.,Miscellaneous,Business Services,0,O
ANR,3,Alpha Natural Resources inc.,Energy,Coal Mining,0,N
NVO,4,Novo Nordisk A/S,Health Care,Major Pharmaceuticals,4,N
MELA,3,MELA Sciences Inc,Health Care,Medical/Dental Instruments,0,O
ANY,3,Sphere 3D Corp,Technology,EDP Services,0,O
IMGN,3,ImmunoGen Inc.,Health Care,Major Pharmaceuticals,0,O
NADL,0,North Atlantic Drilling Ltd.,Energy,Oil & Gas Production,0,N
BDBD,3,Boulder Brands Inc.,Consumer Non-Durables,Packaged Foods,0,O
ATHM,3,Autohome Inc.,Technology,EDP Services,0,N
EMAN,3,eMagin Corporation,Technology,Semiconductors,0,A
ARMK,3,Aramark,Consumer Services,Restaurants,0,N
ARMH,3,ARM Holdings plc,Technology,Semiconductors,4,O
ARMF,-1,Ares Multi-Strategy Credit Fund Inc.,n/a,n/a,0,N
RTRX,0,Retrophin Inc.,Health Care,Major Pharmaceuticals,0,O
FTHI,0,First Trust High Income ETF,n/a,n/a,0,O
TAHO,4,Tahoe Resources Inc.,Basic Industries,Precious Metals,0,N
LOCK,3,LifeLock Inc.,Technology,EDP Services,0,N
LOCO,2,El Pollo Loco Holdings Inc.,Consumer Services,Restaurants,0,O
LOCM,4,Local Corporation,Miscellaneous,Business Services,0,O
KRO,1,Kronos Worldwide Inc,Basic Industries,Major Chemicals,0,N
DRWIW,-1,DragonWave Inc,Public Utilities,Telecommunications Equipment,0,O
KRC,3,Kilroy Realty Corporation,Consumer Services,Real Estate Investment Trusts,0,N
BALT,4,Baltic Trading Limited,Transportation,Marine Transportation,0,N
KRG,3,Kite Realty Group Trust,Consumer Services,Real Estate Investment Trusts,0,N
SFBS,3,ServisFirst Bancshares Inc.,Finance,Major Banks,0,O
SFBC,0,Sound Financial Bancorp Inc.,Finance,Savings Institutions,0,O
ETRM,3,EnteroMedics Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0,O
AKBA,3,Akebia Therapeutics Inc.,Health Care,Major Pharmaceuticals,0,O
OFED,0,Oconee Federal Financial Corp.,Finance,Savings Institutions,0,O
QCLN,3,First Trust NASDAQ Clean Edge U.S. Liquid Series Index Fund,n/a,n/a,0,O
UHT,0,Universal Health Realty Income Trust,Consumer Services,Real Estate Investment Trusts,0,N
INO,3,Inovio Pharmaceuticals Inc.,Health Care,Medical/Dental Instruments,0,O
OKE,3,ONEOK Inc.,Public Utilities,Oil & Gas Production,0,N
GOOG,0,Google Inc.,Technology,Computer Software: Programming Data Processing,2,O
GOOD,3,Gladstone Commercial Corporation,Consumer Services,Real Estate,0,O
CNMD,3,CONMED Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0,O
YOD,0,You On Demand Holdings Inc.,Consumer Services,Television Services,0,O
RMAX,3,RE/MAX Holdings Inc.,Finance,Real Estate,0,N
ECTE,0,Echo Therapeutics Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0,O
SPOK,0,Spok Holdings Inc.,Public Utilities,Telecommunications Equipment,0,O
ICPT,3,Intercept Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
EGHT,2,8x8 Inc,Public Utilities,Telecommunications Equipment,0,O
LTC,4,LTC Properties Inc.,Consumer Services,Real Estate Investment Trusts,0,N
APSA,0,Alto Palermo S.A.,Consumer Services,Building operators,0,O
ANIK,0,Anika Therapeutics Inc.,Health Care,Medical/Dental Instruments,0,O
AAXJ,3,iShares MSCI All Country Asia ex Japan Index Fund,n/a,n/a,0,O
DARA,3,DARA Biosciences Inc.,Health Care,Major Pharmaceuticals,0,O
ANIP,4,ANI Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
EMXX,0,Eurasian Minerals Inc.,Basic Industries,Precious Metals,0,A
GAINP,-1,Gladstone Investment Corporation,n/a,n/a,0,O
GAINO,-1,Gladstone Investment Corporation,n/a,n/a,0,O
DWRE,3,DEMANDWARE INC.,Technology,EDP Services,0,N
FSBK,0,First South Bancorp Inc,Finance,Major Banks,0,O
SUMR,3,Summer Infant Inc.,Consumer Durables,Miscellaneous manufacturing industries,0,O
CAPNW,-1,Capnia Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0,O
AIXG,3,Aixtron SE,Technology,Industrial Machinery/Components,0,O
GLF,5,GulfMark Offshore Inc.,Energy,Metal Fabrications,0,N
WMC,3,Western Asset Mortgage Capital Corporation,Consumer Services,Real Estate Investment Trusts,0,N
WMB,3,Williams Companies Inc. (The),Public Utilities,Natural Gas Distribution,0,N
NXST,1,Nexstar Broadcasting Group Inc.,Consumer Services,Broadcasting,0,O
UBFO,0,United Security Bancshares,Finance,Major Banks,0,O
MMV,0,Eaton Vance Massachusetts Municipal Income Trust,n/a,n/a,0,A
TWOU,3,2U Inc.,Technology,Computer Software: Prepackaged Software,0,O
EBSB,1,Meridian Bancorp Inc.,Finance,Major Banks,0,O
SSFN,0,Stewardship Financial Corp,Finance,Major Banks,0,O
SGZA,-1,Selective Insurance Group Inc.,Finance,Property-Casualty Insurers,0,N
DFRG,3,Del Frisco&#39;s Restaurant Group Inc.,Consumer Services,Restaurants,0,O
AKG,3,Asanko Gold Inc.,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),0,A
PCTI,3,PC-Tel Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,0,O
PVTD,-1,PrivateBancorp Inc.,Finance,Major Banks,0,N
PVTB,3,PrivateBancorp Inc.,Finance,Major Banks,4,O
PCTY,3,Paylocity Holding Corporation,Technology,Computer Software: Prepackaged Software,0,O
GLW,2,Corning Incorporated,Basic Industries,Telecommunications Equipment,0,N
TNXP,3,Tonix Pharmaceuticals Holding Corp.,Health Care,Major Pharmaceuticals,0,O
MVIS,3,Microvision Inc.,Capital Goods,Industrial Machinery/Components,0,O
WDAY,2,Workday Inc.,Technology,EDP Services,0,N
COTY,4,Coty Inc.,Consumer Non-Durables,Package Goods/Cosmetics,0,N
ASM,5,Avino Silver,Basic Industries,Precious Metals,0,A
SALM,2,Salem Communications Corporation,Consumer Services,Broadcasting,0,O
MGCD,0,MGC Diagnostics Corporation,Health Care,Medical/Dental Instruments,0,O
CYRN,3,CYREN Ltd.,Technology,Computer Software: Prepackaged Software,0,O
SALE,3,RetailMeNot Inc.,Consumer Services,Advertising,0,O
PHII,0,PHI Inc.,Transportation,Transportation Services,0,O
TPVG,3,TriplePoint Venture Growth BDC Corp.,n/a,n/a,0,N
SALT,3,Scorpio Bulkers Inc.,Transportation,Marine Transportation,0,N
LAWS,0,Lawson Products Inc.,Consumer Durables,Industrial Specialties,0,O
ESSX,0,Essex Rental Corporation,n/a,n/a,0,O
KUTV,0,Ku6 Media Co. Ltd.,Consumer Services,Telecommunications Equipment,0,O
CACGW,-1,Chart Acquisition Corp.,Finance,Business Services,0,O
BSD,0,BlackRock Strategic Municipal Trust Inc. (The),n/a,n/a,0,N
CACGU,-1,Chart Acquisition Corp.,Finance,Business Services,0,O
TESO,5,Tesco Corporation,Energy,Metal Fabrications,0,O
SCHL,4,Scholastic Corporation,Consumer Services,Books,0,O
MBWM,3,Mercantile Bank Corporation,Finance,Major Banks,0,O
REIS,3,Reis Inc,Miscellaneous,Business Services,0,O
JRO,-1,Nuveen Floating Rate Income Opportuntiy Fund,n/a,n/a,0,N
JRN,3,Journal Communications Inc.,Consumer Services,Newspapers/Magazines,0,N
JRI,-1,Nuveen Real Asset Income and Growth Fund,n/a,n/a,0,N
JRS,0,Nuveen Real Estate Fund,n/a,n/a,0,A
TLLP,3,Tesoro Logistics LP,Energy,Natural Gas Distribution,0,N
PBCP,0,Polonia Bancorp Inc.,Finance,Savings Institutions,0,O
RITT,0,RIT Technologies Ltd.,Consumer Durables,Telecommunications Equipment,0,O
AFAM,3,Almost Family Inc,Health Care,Medical/Nursing Services,0,O
NMRX,3,Numerex Corp.,Consumer Durables,Telecommunications Equipment,0,O
QSII,3,Quality Systems Inc.,Technology,EDP Services,0,O
TNP,3,Tsakos Energy Navigation Ltd,Transportation,Marine Transportation,0,N
ATOS,3,Atossa Genetics Inc.,Health Care,Medical/Dental Instruments,0,O
VZA,-1,Verizon Communications Inc.,Public Utilities,Telecommunications Equipment,0,N
GVA,3,Granite Construction Incorporated,Basic Industries,Military/Government/Technical,0,N
TNC,3,Tennant Company,Technology,Industrial Machinery/Components,0,N
GVP,0,GSE Systems Inc.,Technology,Computer Software: Prepackaged Software,0,A
TNH,0,Terra Nitrogen Company L.P.,Basic Industries,Agricultural Chemicals,0,N
TNK,3,Teekay Tankers Ltd.,Consumer Services,Marine Transportation,0,N
