symbol,rank,name,sector,industry,pid
CBIN,0,Community Bank Shares of Indiana Inc.,Finance,Major Banks,0
ZUMZ,2,Zumiez Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,0
EMEY,4,iShares MSCI Emerging Markets Energy Sector Capped Index Fund,n/a,n/a,0
EMES,3,Emerge Energy Services LP,Energy,Oilfield Services/Equipment,0
COWN,3,Cowen Group Inc.,Finance,Investment Bankers/Brokers/Service,0
LTBR,0,Lightbridge Corporation,Consumer Services,Professional Services,0
OVTI,3,OmniVision Technologies Inc.,Technology,Semiconductors,0
ARII,3,American Railcar Industries Inc.,Capital Goods,Railroads,0
ARIA,3,ARIAD Pharmaceuticals Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0
CNAT,2,Conatus Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
ARIS,4,ARI Network Services Inc.,Technology,Computer Software: Programming Data Processing,0
GMT,3,GATX Corporation,Consumer Services,Transportation Services,0
BUSE,3,First Busey Corporation,Finance,Major Banks,0
EQY,3,Equity One Inc.,Consumer Services,Real Estate Investment Trusts,0
KNL,3,Knoll Inc.,Consumer Durables,Office Equipment/Supplies/Services,0
KNM,0,Konami Corporation,Technology,Computer Software: Prepackaged Software,0
H,4,Hyatt Hotels Corporation,Consumer Services,Hotels/Resorts,0
KND,3,Kindred Healthcare Inc.,Health Care,Hospital/Nursing Management,0
EQR,2,Equity Residential,Consumer Services,Real Estate Investment Trusts,0
EQT,5,EQT Corporation,Energy,Oil & Gas Production,0
FORTY,0,Formula Systems (1985) Ltd.,Technology,EDP Services,0
EQM,3,EQT Midstream Partners LP,Public Utilities,Natural Gas Distribution,0
KNX,2,Knight Transportation Inc.,Transportation,Trucking Freight/Courier Services,0
EQC,4,Equity Commonwealth,Consumer Services,Real Estate Investment Trusts,0
LXU,5,Lsb Industries Inc.,Basic Industries,Major Chemicals,0
LXP,4,Lexington Realty Trust,Consumer Services,Real Estate Investment Trusts,0
CEMP,2,Cempra Inc.,Health Care,Major Pharmaceuticals,0
CEMI,3,Chembio Diagnostics Inc.,Health Care,Major Pharmaceuticals,0
LXK,3,Lexmark International Inc.,Technology,Computer Manufacturing,0
KALU,4,Kaiser Aluminum Corporation,Capital Goods,Metal Fabrications,0
MHFI,3,McGraw Hill Financial Inc.,Finance,Finance: Consumer Services,0
BRP,3,Brookfield Residential Properties Inc.,Basic Industries,Homebuilding,0
STI/WS/B,-1,SunTrust Banks Inc.,n/a,n/a,0
STI/WS/A,-1,SunTrust Banks Inc.,n/a,n/a,0
EFR,-1,Eaton Vance Senior Floating-Rate Fund,n/a,n/a,0
TMUS,3,T-Mobile US Inc.,Public Utilities,Telecommunications Equipment,0
ECHO,4,Echo Global Logistics Inc.,Transportation,Oil Refining/Marketing,0
BRG,0,Bluerock Residential Growth REIT Inc.,Consumer Services,Real Estate Investment Trusts,0
FUNC,0,First United Corporation,Finance,Major Banks,0
TWC,3,Time Warner Cable Inc,Consumer Services,Television Services,0
FISH,3,Marlin Midstream Partners LP,Public Utilities,Natural Gas Distribution,0
FISI,3,Financial Institutions Inc.,Finance,Major Banks,0
LMCA,3,Liberty Media Corporation,Consumer Services,Broadcasting,0
DAVE,4,Famous Dave&#39;s of America Inc.,Consumer Services,Restaurants,0
FISV,4,Fiserv Inc.,Technology,EDP Services,0
LMCB,0,Liberty Media Corporation,Consumer Services,Broadcasting,0
HART,0,Harvard Apparatus Regenerative Technology Inc.,Health Care,Medical/Dental Instruments,0
EFC,3,Ellington Financial LLC,Finance,Real Estate,0
ZBB,3,ZBB Energy Corporation,Public Utilities,Electric Utilities: Central,0
ZBK,-1,Zions Bancorporation,Finance,Major Banks,0
WAL,1,Western Alliance Bancorporation,Finance,Major Banks,0
PSXP,2,Phillips 66 Partners LP,Energy,Integrated oil Companies,0
WAG,-1,Walgreen Co.,Health Care,Medical/Nursing Services,0
WAC,3,Walter Investment Management Corp.,Finance,Finance: Consumer Services,0
WAB,3,Westinghouse Air Brake Technologies Corporation,Capital Goods,Railroads,0
WRLD,1,World Acceptance Corporation,Finance,Finance: Consumer Services,0
CAAS,3,China Automotive Systems Inc.,Capital Goods,Auto Parts:O.E.M.,0
GROW,0,U.S. Global Investors Inc.,Finance,Investment Managers,0
FNSR,3,Finisar Corporation,Technology,Semiconductors,0
AXGN,3,AxoGen Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0
AMED,2,Amedisys Inc,Health Care,Medical/Nursing Services,0
CUTR,3,Cutera Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0
IX,3,Orix Corp Ads,Finance,Diversified Financial Services,0
PANW,3,Palo Alto Networks Inc.,Technology,Computer peripheral equipment,0
IP,3,International Paper Company,Basic Industries,Paper,0
IR,3,Ingersoll-Rand plc (Ireland),Capital Goods,Auto Parts:O.E.M.,0
IT,3,Gartner Inc.,Consumer Services,Other Consumer Services,0
CLD,3,Cloud Peak Energy Inc,Energy,Coal Mining,0
IM,4,Ingram Micro Inc.,Technology,Retail: Computer Software & Peripheral Equipment,0
IL,3,IntraLinks Holdings Inc.,Technology,Computer Software: Prepackaged Software,0
IO,3,Ion Geophysical Corporation,Energy,Oil & Gas Production,0
RNR,3,RenaissanceRe Holdings Ltd.,Finance,Property-Casualty Insurers,0
ELNK,3,EarthLink Holdings Corp.,Technology,Computer Software: Programming Data Processing,0
IG,1,IGI Laboratories Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0
PANL,0,Pangaea Logistics Solutions Ltd.,Consumer Services,Marine Transportation,0
LCM,-1,Advent/Claymore Enhanced Growth & Income Fund,n/a,n/a,0
SHLX,3,Shell Midstream Partners L.P.,Energy,Natural Gas Distribution,0
CTRN,3,Citi Trends Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,0
CTRL,2,Control4 Corporation,Capital Goods,Electrical Products,0
CTRE,4,CareTrust REIT Inc.,Consumer Services,Real Estate Investment Trusts,0
CTRX,3,Catamaran Corporation,Finance,Specialty Insurers,0
SHLM,3,A. Schulman Inc.,Basic Industries,Major Chemicals,0
SHLO,0,Shiloh Industries Inc.,Capital Goods,Industrial Specialties,0
CTRP,4,Ctrip.com International Ltd.,Miscellaneous,Business Services,0
SHLD,0,Sears Holdings Corporation,Consumer Services,Department/Specialty Retail Stores,0
SXB,-1,S1 Biopharma Inc.,n/a,n/a,0
SXC,3,SunCoke Energy Inc.,Basic Industries,Steel/Iron Ore,0
SXE,3,Southcross Energy Partners L.P.,Public Utilities,Natural Gas Distribution,0
SXI,0,Standex International Corporation,Technology,Industrial Machinery/Components,0
SXL,3,Sunoco Logistics Partners LP,Energy,Natural Gas Distribution,0
VVR,0,Invesco Senior Income Trust,n/a,n/a,0
FDIV,0,First Trust Strategic Income ETF,n/a,n/a,0
SXT,3,Sensient Technologies Corporation,Basic Industries,Major Chemicals,0
VIRC,5,Virco Manufacturing Corporation,Consumer Durables,Industrial Specialties,0
VVI,3,Viad Corp,Miscellaneous,Business Services,0
FFBCW,-1,First Financial Bancorp.,Finance,Major Banks,0
VVC,2,Vectren Corporation,Public Utilities,Natural Gas Distribution,0
PFSW,2,PFSweb Inc.,Miscellaneous,Business Services,0
SCVL,1,Shoe Carnival Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,0
BBEP,3,BreitBurn Energy Partners L.P.,Energy,Oil & Gas Production,0
JVA,0,Coffee Holding Co. Inc.,Consumer Non-Durables,Food Distributors,0
PFSI,3,PennyMac Financial Services Inc.,Finance,Finance: Consumer Services,0
IPI,4,Intrepid Potash Inc,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),0
OSIS,3,OSI Systems Inc.,Technology,Semiconductors,0
OSIR,2,Osiris Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0
FINL,4,The Finish Line Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,0
TRI,3,Thomson Reuters Corp,Consumer Services,Publishing,0
TRK,3,Speedway Motorsports Inc.,Consumer Services,Services-Misc. Amusement & Recreation,0
TRN,3,Trinity Industries Inc.,Capital Goods,Railroads,0
TRC,0,Tejon Ranch Co,Finance,Real Estate,0
TRF,0,Templeton Russia Fund Inc.,n/a,n/a,0
TRX,0,Tanzanian Royalty Exploration Corporation,Basic Industries,Precious Metals,0
EYEG,-1,Eyegate Pharmaceuticals Inc.,n/a,n/a,0
TRQ,3,Turquoise Hill Resources Ltd.,Basic Industries,Precious Metals,0
TRP,4,TransCanada Corporation,Public Utilities,Natural Gas Distribution,0
TRS,4,TriMas Corporation,Capital Goods,Industrial Specialties,0
TRR,0,TRC Companies Inc.,Basic Industries,Environmental Services,0
TRT,0,Trio-Tech International,Technology,Industrial Machinery/Components,0
TRW,3,TRW Automotive Holdings Corporation,Capital Goods,Auto Parts:O.E.M.,0
TRV,3,The Travelers Companies Inc.,Finance,Property-Casualty Insurers,1
TAOM,1,Taomee Holdings Limited,Miscellaneous,Business Services,0
HTD,-1,John Hancock Tax Advantaged Dividend Income Fund,n/a,n/a,0
HTA,4,Healthcare Trust of America Inc.,Consumer Services,Real Estate Investment Trusts,0
HTM,0,U.S. Geothermal Inc.,Public Utilities,Electric Utilities: Central,0
HTH,3,Hilltop Holdings Inc.,Finance,Major Banks,0
LCUT,0,Lifetime Brands Inc.,Capital Goods,Industrial Machinery/Components,0
HTS,3,Hatteras Financial Corp,Consumer Services,Real Estate Investment Trusts,0
HTR,0,Brookfield Total Return Fund Inc.,n/a,n/a,0
HTZ,5,Hertz Global Holdings Inc,Consumer Services,Rental/Leasing Companies,0
HTY,-1,John Hancock Tax-Advantaged Global Shareholder Yield Fund,n/a,n/a,0
ADXSW,-1,Advaxis Inc.,Health Care,Major Pharmaceuticals,0
KTWO,3,K2M Group Holdings Inc.,Health Care,Medical/Dental Instruments,0
ODP,2,Office Depot Inc.,Consumer Services,Other Specialty Stores,0
TECU,0,Tecumseh Products Company,Capital Goods,Industrial Machinery/Components,0
DRWI,2,DragonWave Inc,Public Utilities,Telecommunications Equipment,0
UEC,3,Uranium Energy Corp.,Basic Industries,Precious Metals,0
TECH,1,Bio-Techne Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0
TECD,3,Tech Data Corporation,Technology,Retail: Computer Software & Peripheral Equipment,0
ODC,0,Oil-Dri Corporation Of America,Consumer Durables,Miscellaneous manufacturing industries,0
ELJ,-1,Entergy Louisiana Inc.,Public Utilities,Electric Utilities: Central,0
ELB,-1,Entergy Louisiana Inc.,Public Utilities,Electric Utilities: Central,0
ELA,-1,Entergy Louisiana Inc.,Public Utilities,Electric Utilities: Central,0
RDY,4,Dr. Reddy&#39;s Laboratories Ltd,Health Care,Major Pharmaceuticals,0
NTIP,0,Network-1 Technologies Inc.,n/a,n/a,0
ELX,2,Emulex Corporation,Technology,Computer Communications Equipment,0
ELY,4,Callaway Golf Company,Consumer Non-Durables,Recreational Products/Toys,0
RDC,3,Rowan Companies plc,Energy,Oil & Gas Production,0
ELS,2,Equity Lifestyle Properties Inc.,Consumer Services,Real Estate Investment Trusts,0
ELP,3,Companhia Paranaense de Energia (COPEL),Public Utilities,Electric Utilities: Central,0
RDN,2,Radian Group Inc.,Finance,Property-Casualty Insurers,0
RDI,0,Reading International Inc,Consumer Services,Movies/Entertainment,0
NTIC,0,Northern Technologies International Corporation,Capital Goods,Industrial Specialties,0
ELU,-1,Entergy Louisiana Inc.,Public Utilities,Electric Utilities: Central,0
FBR,2,Fibria Celulose S.A.,Basic Industries,Paper,0
FBP,3,First BanCorp.,Finance,Major Banks,0
SMLP,4,Summit Midstream Partners LP,Public Utilities,Natural Gas Distribution,0
LEE,0,Lee Enterprises Incorporated,Consumer Services,Newspapers/Magazines,0
SMLR,3,Semler Scientific Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0
LEG,3,Leggett & Platt Incorporated,Consumer Durables,Home Furnishings,0
LEI,0,Lucas Energy Inc.,Energy,Oil & Gas Production,0
CLBH,0,Carolina Bank Holdings Inc.,Finance,Major Banks,0
LEN,3,Lennar Corporation,Basic Industries,Homebuilding,0
LEO,0,Dreyfus Strategic Municipals Inc.,n/a,n/a,0
FBC,3,Flagstar Bancorp Inc.,Finance,Savings Institutions,0
LEU,0,Centrus Energy Corp.,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),0
NLNK,1,NewLink Genetics Corporation,Health Care,Major Pharmaceuticals,0
MXIM,3,Maxim Integrated Products Inc.,Technology,Semiconductors,0
SGY,4,Stone Energy Corporation,Energy,Oil & Gas Production,0
QIHU,4,Qihoo 360 Technology Co. Ltd.,Technology,EDP Services,2
ACST,3,Acasti Pharma Inc.,Health Care,Major Pharmaceuticals,0
SGU,0,Star Gas Partners L.P.,Consumer Services,Other Specialty Stores,0
SGI,3,Silicon Graphics International Corp,Technology,Computer Manufacturing,0
EIGI,3,Endurance International Group Holdings Inc.,Technology,Computer Software: Prepackaged Software,0
SGM,5,Stonegate Mortgage Corporation,Finance,Finance: Consumer Services,0
SGL,-1,Strategic Global Income Fund Inc.,n/a,n/a,0
SGA,3,Saga Communications Inc.,Consumer Services,Broadcasting,0
SGC,0,Superior Uniform Group Inc.,Consumer Non-Durables,Apparel,0
SGB,0,Southwest Georgia Financial Corporation,Finance,Major Banks,0
SGF,0,Aberdeen Singapore Fund Inc.,n/a,n/a,0
CNV,3,Cnova N.V.,n/a,n/a,0
CNW,3,Con-way Inc.,Transportation,Trucking Freight/Courier Services,0
CNR,0,China Metro-Rural Holdings Limited,Finance,Real Estate,0
CNS,2,Cohn & Steers Inc,Finance,Investment Managers,0
CNP,3,CenterPoint Energy Inc.,Public Utilities,Electric Utilities: Central,0
CNQ,5,Canadian Natural Resources Limited,Energy,Oil & Gas Production,0
ICB,0,MS Income Securities Inc.,n/a,n/a,0
ICA,4,Empresas Ica Soc Contrladora,Basic Industries,Military/Government/Technical,0
CWST,3,Casella Waste Systems Inc.,Public Utilities,Environmental Services,0
CNX,3,CONSOL Energy Inc.,Energy,Coal Mining,0
ICD,3,Independence Contract Drilling Inc.,Energy,Oil & Gas Production,0
AMSGP,-1,Amsurg Corp.,Health Care,Medical/Nursing Services,0
CNC,1,Centene Corporation,Health Care,Medical Specialities,0
CNA,4,CNA Financial Corporation,Finance,Property-Casualty Insurers,0
CNO,3,CNO Financial Group Inc.,Finance,Accident &Health Insurance,0
CNL,4,Cleco Corporation,Public Utilities,Electric Utilities: Central,0
CNK,3,Cinemark Holdings Inc,Consumer Services,Movies/Entertainment,0
CNI,3,Canadian National Railway Company,Transportation,Railroads,0
PFE,3,Pfizer Inc.,Health Care,Major Pharmaceuticals,3
PFD,0,Flaherty & Crumrine Preferred Income Fund Incorporated,n/a,n/a,0
PFG,3,Principal Financial Group Inc,Finance,Accident &Health Insurance,0
PFH,-1,CABCO Series 2004-101 Trust,Finance,Finance: Consumer Services,0
PFK,-1,Prudential Financial Inc.,Finance,Life Insurance,0
MRTN,2,Marten Transport Ltd.,Transportation,Trucking Freight/Courier Services,0
INDY,1,iShares S&P India Nifty 50 Index Fund,n/a,n/a,0
DXR,0,Daxor Corporation,Health Care,Medical/Dental Instruments,0
PFO,0,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,n/a,n/a,0
THOR,3,Thoratec Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0
PFS,3,Provident Financial Services Inc,Finance,Savings Institutions,0
INDB,3,Independent Bank Corp.,Finance,Major Banks,0
PFX,-1,Phoenix Companies Inc. (The),Finance,Life Insurance,0
DXB,-1,Deutsche Bank AG,Finance,Major Banks,0
FCZA,3,First Citizens Banc Corp.,Finance,Major Banks,0
EOC,2,Empresa Nacional de Electricidad S.A.,Public Utilities,Electric Utilities: Central,0
BMI,3,Badger Meter Inc.,Capital Goods,Industrial Machinery/Components,0
PRIM,4,Primoris Services Corporation,Basic Industries,Water Supply,0
CIVI,3,Civitas Solutions Inc.,Health Care,Medical/Nursing Services,0
TIGR,0,TigerLogic Corporation,Technology,Computer Software: Prepackaged Software,0
RLGY,4,Realogy Holdings Corp.,Finance,Real Estate,0
QLGC,3,QLogic Corporation,Technology,Computer Communications Equipment,0
RLGT,3,Radiant Logistics Inc.,Transportation,Oil Refining/Marketing,0
LMRK,3,Landmark Infrastructure Partners LP,Consumer Services,Real Estate,0
FSGI,3,First Security Group Inc.,Finance,Major Banks,0
GIS,3,General Mills Inc.,Consumer Non-Durables,Packaged Foods,0
PVTBP,-1,PrivateBancorp Inc.,Finance,Major Banks,0
MJN,4,Mead Johnson Nutrition Company,Consumer Non-Durables,Packaged Foods,2
MJI,0,Blackrock MuniYield New Jersey Quality Fund Inc.,n/a,n/a,0
GIG,3,GigOptix Inc.,Technology,Semiconductors,0
GIB,3,CGI Group Inc.,Consumer Services,Professional Services,0
GIM,0,Templeton Global Income Fund Inc.,n/a,n/a,0
GIL,5,Gildan Activewear Inc.,Consumer Non-Durables,Apparel,0
NPM,0,Nuveen Premium Income Municipal Fund II Inc.,n/a,n/a,0
AHC,0,A.H. Belo Corporation,Consumer Services,Newspapers/Magazines,0
CVSL,-1,CVSL Inc.,n/a,n/a,0
NPN,-1,Nuveen Pennsylvania Municipal Value Fund,n/a,n/a,0
NPI,0,Nuveen Premium Income Municipal Fund Inc.,n/a,n/a,0
NPK,0,National Presto Industries Inc.,Capital Goods,Ordnance And Accessories,0
MENT,3,Mentor Graphics Corporation,Technology,EDP Services,0
NPD,3,China Nepstar Chain Drugstore Ltd,Health Care,Medical/Nursing Services,0
AHH,4,Armada Hoffler Properties Inc.,Finance,Real Estate,0
NPF,0,Nuveen Premier Municipal Income Fund Inc.,n/a,n/a,0
AHL,3,Aspen Insurance Holdings Limited,Finance,Property-Casualty Insurers,0
ITRI,4,Itron Inc.,Capital Goods,Electrical Products,0
AHS,2,AMN Healthcare Services Inc,Technology,Professional Services,0
AHP,2,Ashford Hospitality Prime Inc.,Consumer Services,Real Estate Investment Trusts,0
MNRK,3,Monarch Financial Holdings Inc.,Finance,Major Banks,0
RICK,0,RCI Hospitality Holdings Inc.,Consumer Services,Restaurants,0
AHT,1,Ashford Hospitality Trust Inc,Consumer Services,Real Estate Investment Trusts,0
ITRN,0,Ituran Location and Control Ltd.,Consumer Non-Durables,Electronic Components,0
NPT,0,Nuveen Premium Income Municipal Fund IV Inc.,n/a,n/a,0
RICE,4,Rice Energy Inc.,Energy,Oil & Gas Production,0
NPP,0,Nuveen Performance Plus Municipal Fund Inc.,n/a,n/a,0
EMCI,0,EMC Insurance Group Inc.,Finance,Property-Casualty Insurers,0
HBMD,0,Howard Bancorp Inc.,Finance,Major Banks,0
EMCG,3,WisdomTree Emerging Markets Consumer Growth Fund,n/a,n/a,0
EMCF,0,Emclaire Financial Corp,Finance,Major Banks,0
BOXC,3,Brookfield Canada Office Properties,Consumer Services,Real Estate Investment Trusts,0
CDK,3,CDK Global Inc.,Miscellaneous,Business Services,0
AROW,3,Arrow Financial Corporation,Finance,Major Banks,0
PLD,3,ProLogis Inc.,Consumer Services,Real Estate Investment Trusts,0
BABA,2,Alibaba Group Holding Limited,Consumer Services,Catalog/Specialty Distribution,2
CDR,4,Cedar Realty Trust Inc.,Consumer Services,Real Estate Investment Trusts,0
VTAE,3,Vitae Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
LOAN,0,Manhattan Bridge Capital Inc,Consumer Services,Real Estate Investment Trusts,0
BABY,2,Natus Medical Incorporated,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0
WAGE,3,WageWorks Inc.,Miscellaneous,Business Services,0
DSLV,0,VelocityShares 3x Inverse Silver ETN linked to S&P GSCI Silver,Finance,Investment Bankers/Brokers/Service,0
LNT,3,Alliant Energy Corporation,Public Utilities,Power Generation,0
LZB,3,La-Z-Boy Incorporated,Consumer Durables,Home Furnishings,0
ABTL,2,Autobytel Inc.,Technology,Computer Software: Programming Data Processing,0
SHI,0,SINOPEC Shangai Petrochemical Company Ltd.,Basic Industries,Major Chemicals,0
PRSS,3,CafePress Inc.,Consumer Services,Other Specialty Stores,0
TCRX,-1,THL Credit Inc.,n/a,n/a,0
CNCE,2,Concert Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
CNCO,4,Cencosud S.A.,Consumer Services,Department/Specialty Retail Stores,0
PTCT,4,PTC Therapeutics Inc.,Health Care,Major Pharmaceuticals,0
SPIL,3,Siliconware Precision Industries Company Ltd.,Technology,Semiconductors,0
TXMD,4,TherapeuticsMD Inc.,Health Care,Major Pharmaceuticals,0
MNTX,3,Manitex International Inc.,Technology,Industrial Machinery/Components,0
PRSC,3,The Providence Service Corporation,Consumer Services,Transportation Services,0
PBPB,3,Potbelly Corporation,Consumer Services,Restaurants,0
RFMD,-1,RF Micro Devices Inc.,Technology,Semiconductors,0
DATE,3,Jiayuan.com International Ltd.,Technology,EDP Services,0
BNCL,2,Beneficial Mutual Bancorp Inc.,Finance,Savings Institutions,0
BNCN,2,BNC Bancorp,Finance,Major Banks,0
DATA,2,Tableau Software Inc.,Technology,Computer Software: Prepackaged Software,0
CACQ,5,Caesars Acquisition Company,Consumer Services,Hotels/Resorts,0
UNTY,0,Unity Bancorp Inc.,Finance,Major Banks,0
MMSI,2,Merit Medical Systems Inc.,Health Care,Medical/Dental Instruments,0
WWAV,4,Whitewave Foods Company (The),Consumer Non-Durables,Packaged Foods,0
CACG,0,Chart Acquisition Corp.,Finance,Business Services,0
AMBCW,-1,Ambac Financial Group Inc.,Finance,Property-Casualty Insurers,0
GRID,3,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,n/a,n/a,0
UNTD,3,United Online Inc.,Technology,Computer Software: Programming Data Processing,0
CACC,3,Credit Acceptance Corporation,Finance,Finance: Consumer Services,0
CACB,3,Cascade Bancorp,Finance,Major Banks,0
CHYR,3,ChyronHego Corporation,Consumer Services,Professional Services,0
SIMO,3,Silicon Motion Technology Corporation,Technology,Semiconductors,0
CACH,3,Cache Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,0
WCN,4,Waste Connections Inc.,Public Utilities,Environmental Services,0
TWMC,0,Trans World Entertainment Corp.,Consumer Services,Consumer Electronics/Video Chains,0
RBCAA,3,Republic Bancorp Inc.,Finance,Major Banks,0
LINE,3,Linn Energy LLC,Energy,Oil & Gas Production,0
NWFL,0,Norwood Financial Corp.,Finance,Major Banks,0
LINC,3,Lincoln Educational Services Corporation,Consumer Services,Other Consumer Services,0
BRLI,1,Bio-Reference Laboratories Inc.,Health Care,Medical Specialities,0
CMGE,3,China Mobile Games and Entertainment Group Limited,Technology,Computer Software: Prepackaged Software,0
VIDI,3,Vident International Equity Fund,n/a,n/a,0
VIDE,0,Video Display Corporation,Capital Goods,Electrical Products,0
WCC,4,WESCO International Inc.,Consumer Non-Durables,Telecommunications Equipment,0
MBTF,0,M B T Financial Corp,Finance,Major Banks,0
ASRV,0,AmeriServ Financial Inc.,Finance,Major Banks,0
PCRX,3,Pacira Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
L,4,Loews Corporation,Finance,Property-Casualty Insurers,0
DPRX,4,Dipexium Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
MHLDO,-1,Maiden Holdings Ltd.,Finance,Property-Casualty Insurers,0
QKLS,0,QKL Stores Inc.,Consumer Services,Food Chains,0
FOLD,3,Amicus Therapeutics Inc.,Health Care,Major Pharmaceuticals,0
NLSN,3,Nielsen N.V.,Miscellaneous,Business Services,0
NLST,3,Netlist Inc.,Technology,Semiconductors,0
FSCFL,-1,Fifth Street Finance Corp.,n/a,n/a,0
LAYN,3,Layne Christensen Company,Basic Industries,Engineering & Construction,0
SZC,-1,Cushing Renaissance Fund (The),n/a,n/a,0
MGAM,-1,Multimedia Games Holding Company Inc.,Consumer Services,Services-Misc. Amusement & Recreation,0
PPHM,2,Peregrine Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
PMCS,2,PMC - Sierra Inc.,Technology,Semiconductors,0
JTP,-1,Nuveen Quality Preferred Income Fund,n/a,n/a,0
JTD,-1,Nuveen Tax-Advantaged Dividend Growth Fund,n/a,n/a,0
JTA,-1,Nuveen Tax-Advantaged Total Return Strategy Fund,n/a,n/a,0
GORO,3,Gold Resource Corporation,Basic Industries,Precious Metals,0
IQNT,2,Inteliquent Inc.,Public Utilities,Telecommunications Equipment,0
USTR,3,United Stationers Inc.,Consumer Services,Paper,0
BBGI,0,Beasley Broadcast Group Inc.,Consumer Services,Broadcasting,0
TXRH,3,Texas Roadhouse Inc.,Consumer Services,Restaurants,0
SIVB,3,SVB Financial Group,Finance,Major Banks,0
MSF,0,Morgan Stanley Emerging Markets Fund Inc.,n/a,n/a,0
WSFSL,-1,WSFS Financial Corporation,Finance,Major Banks,0
WGBS,4,WaferGen Bio-systems Inc.,Capital Goods,Biotechnology: Laboratory Analytical Instruments,0
AFCB,0,Athens Bancshares Corporation,Finance,Savings Institutions,0
QTS,4,QTS Realty Trust Inc.,Consumer Services,Real Estate Investment Trusts,0
LBIX,0,Leading Brands Inc,Consumer Non-Durables,Beverages (Production/Distribution),0
BITA,5,Bitauto Holdings Limited,Technology,EDP Services,0
GEVA,3,Synageva BioPharma Corp.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0
GEVO,3,Gevo Inc.,Basic Industries,Major Chemicals,0
QTM,2,Quantum Corporation,Technology,Electronic Components,0
PCP,3,Precision Castparts Corporation,Basic Industries,Metal Fabrications,0
VTA,-1,Invesco Credit Opportunities Fund,n/a,n/a,0
TLR,0,Timberline Resources Corporation,Basic Industries,Precious Metals,0
TLP,2,Transmontaigne Partners L.P.,Energy,Natural Gas Distribution,0
GTE,3,Gran Tierra Energy Inc.,Energy,Oil & Gas Production,0
VTG,3,Vantage Drilling Company,Energy,Oil & Gas Production,0
GTI,2,GrafTech International Ltd,Energy,Industrial Machinery/Components,0
VTL,3,Vital Therapies Inc.,Health Care,Major Pharmaceuticals,0
GTN,3,Gray Television Inc.,Consumer Services,Broadcasting,0
VTN,0,Invesco Trust  for Investment Grade New York Municipal,n/a,n/a,0
ATML,3,Atmel Corporation,Technology,Semiconductors,0
VTR,3,Ventas Inc.,Consumer Services,Real Estate Investment Trusts,0
GTT,3,GTT Communications Inc.,Public Utilities,Telecommunications Equipment,0
GTU,0,Central Gold Trust,n/a,n/a,0
TLK,0,PT Telekomunikasi Indonesia Tbk,Public Utilities,Telecommunications Equipment,0
GTY,3,Getty Realty Corporation,Finance,Real Estate,0
TLI,0,LMP Corporate Loan Fund Inc,n/a,n/a,0
TLM,5,Talisman Energy Inc.,Energy,Oil & Gas Production,0
HVB,2,Hudson Valley Holding Corp.,Finance,Major Banks,0
PCH,3,Potlatch Corporation,Consumer Services,Real Estate Investment Trusts,0
HNRG,3,Hallador Energy Company,Energy,Coal Mining,0
GNBC,3,Green Bancorp Inc.,Finance,Major Banks,0
WPC,3,W.P. Carey Inc.,Consumer Services,Real Estate Investment Trusts,0
HVT,2,Haverty Furniture Companies Inc.,Consumer Services,Other Specialty Stores,0
TSLF,-1,THL Credit Senior Loan Fund,n/a,n/a,0
TSLA,3,Tesla Motors Inc.,Capital Goods,Auto Manufacturing,2
ZINC,3,Horsehead Holding Corp.,Capital Goods,Metal Fabrications,0
SOHOL,-1,Sotherly Hotels LP,Consumer Services,Hotels/Resorts,0
SOHOM,-1,Sotherly Hotels LP,n/a,n/a,0
TSLX,3,TPG Specialty Lending Inc.,n/a,n/a,0
UCP,4,UCP Inc.,Capital Goods,Homebuilding,0
TEAR,3,TearLab Corporation,Health Care,Medical/Dental Instruments,0
ESIO,3,Electro Scientific Industries Inc.,Miscellaneous,Industrial Machinery/Components,0
